budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count,cast
4000000,Horror,en,40.016306,"Lionsgate, Grindstone Entertainment Group, Silver Reel, Sly Predator, Matt Baer Films, Gold Star Films, Lotus Entertainment (I)","Switzerland, United States of America",2015-05-08,187112,95.0,Maggie,5.2,593,"Arnold Schwarzenegger, Abigail Breslin, Joely Richardson, Douglas M. Griffin, J.D. Evermore, Rachel Whitman Groves, Jodie Moore, Bryce Romero, Raeden Greer, Aiden Flowers"
3600000,"Drama, Romance",en,22.030517,"United Artists, Intial Productions",United States of America,1995-10-27,49800000,112.0,Leaving Las Vegas,7.1,360,"Nicolas Cage, Elisabeth Shue, Julian Sands, Richard Lewis, Steven Weber, Kim Adams, Emily Procter, Stuart Reynolds, Valeria Golino, Graham Beckel"
4000000,Thriller,en,24.161735,"Universal Pictures, Nuyorican Productions, Blumhouse Productions, Smart Entertainment",United States of America,2015-01-23,52425855,91.0,The Boy Next Door,4.1,1022,"Jennifer Lopez, Ryan Guzman, Ian Nelson, John Corbett, Kristin Chenoweth, Hill Harper, Lexi Atkins, Bailey Chase, Raquel Gardner"
4000000,Drama,en,1.379354,Joanna Productions,United States of America,1956-05-30,14400000,105.0,Trapeze,6.4,22,"Burt Lancaster, Tony Curtis, Gina Lollobrigida, Katy Jurado, Thomas Gomez, Johnny Puleo, Minor Watson, Sid James"
3500000,"Comedy, Drama",en,15.338211,"Mandalay Vision, 10th Hole Productions, Focus Features, Gilbert Films, Saint Aire Production, Artist International, Antidote Films (I), Artist International Management",United States of America,2010-07-09,34705850,106.0,The Kids Are All Right,6.5,506,"Julianne Moore, Annette Bening, Mark Ruffalo, Mia Wasikowska, Josh Hutcherson, Yaya DaCosta, Zosia Mamet, Kunal Sharma, Eddie Hassell"
4000000,"Action, Horror, Science Fiction, Thriller",en,29.852608,"Universal Pictures, Alive Films, Larry Franco Productions",United States of America,1988-11-23,13008928,94.0,They Live,7.1,550,"Roddy Piper, Keith David, Meg Foster, George Buck Flower, Peter Jason, Raymond St. Jacques, Jason Robards III, John Lawrence, Susan Barnes, Sy Richardson"
4000000,"Adventure, Drama, History, Thriller, War",en,35.061467,"United Artists, The Mirisch Corporation",United States of America,1963-06-20,11744471,172.0,The Great Escape,7.8,717,"Steve McQueen, James Garner, Richard Attenborough, James Donald, Charles Bronson, Donald Pleasence, James Coburn, Hannes Messemer, David McCallum, Gordon Jackson"
5000000,"Horror, Thriller",en,10.605752,"StudioCanal, CBS Films",United States of America,2013-02-28,15179302,88.0,The Last Exorcism Part II,4.4,203,"Ashley Bell, Julia Garner, Andrew Sensenig, Spencer Treat Clark, Judd Lormand, Muse Watson, Raeden Greer"
4000000,Drama,en,43.40352,"IFC Films, Detour Filmproduction",United States of America,2014-06-05,44349000,164.0,Boyhood,7.5,1971,"Ellar Coltrane, Patricia Arquette, Ethan Hawke, Elijah Smith, Lorelei Linklater, Steven Chester Prince, Bonnie Cross, Sydney Orta, Libby Villari, Marco Perella"
4000000,"Comedy, Mystery",en,17.229537,"BBC Films, Ingenious Film Partners, Ingenious Media, Perdido Prod.",United Kingdom,2006-07-27,31584901,96.0,Scoop,6.4,420,"Scarlett Johansson, Hugh Jackman, Woody Allen, Ian McShane, Kevin McNally, Romola Garai, Charles Dance, Fenella Woolgar, Julian Glover, Geoff Bell"
7000000,"Action, Comedy",en,2.453459,Lionsgate,United States of America,2001-11-16,10229331,93.0,The Wash,5.3,26,"Dr. Dre, Snoop Dogg, DJ Pooh, Angell Conwell, Bruce Bruce, Eminem, Tom Lister Jr., Alex Thomas, Shari Watson"
4000000,"Drama, Action, Romance",en,2.930058,"United Artists, Seven Arts Productions",United States of America,1961-01-01,8200000,124.0,The Misfits,6.8,72,"Clark Gable, Marilyn Monroe, Montgomery Clift, Thelma Ritter, Eli Wallach, James Barton, Kevin McCarthy, Estelle Winwood, Rex Bell, John Huston"
4000000,"Action, Drama, Mystery, Thriller",en,5.975604,Universal Pictures,United States of America,1969-12-18,6000000,143.0,Topaz,6.1,77,"Frederick Stafford, Dany Robin, Claude Jade, Michel Subor, Karin Dor, John Vernon, Michel Piccoli, Philippe Noiret, John Forsythe, Roscoe Lee Browne"
4000000,"Comedy, Crime",en,4.59841,Universal Pictures,United States of America,2006-11-17,4630045,84.0,Let's Go to Prison,5.5,69,"Dax Shepard, Will Arnett, Chi McBride, David Koechner, Dylan Baker, Michael Shannon, Jay Whittaker, Amy Hill, David Darlow, Bob Odenkirk"
4000000,"Crime, Comedy",en,22.87623,"Miramax Films, A Band Apart",United States of America,1995-12-09,4300000,98.0,Four Rooms,6.5,530,"Tim Roth, Antonio Banderas, Jennifer Beals, Madonna, Marisa Tomei, Bruce Willis, Quentin Tarantino, Sammi Davis, Amanda de Cadenet, Valeria Golino"
4000000,"Comedy, Drama, Romance",en,19.107285,"Slough Pond, double A Films",United States of America,2002-01-11,9304609,104.0,Secretary,6.7,376,"James Spader, Maggie Gyllenhaal, Jeremy Davies, Lesley Ann Warren, Stephen McHattie, Amy Locane, Patrick Bauchau, Jessica Tuck, Oz Perkins"
4000000,Drama,en,4.541908,"Cineplex-Odeon Films, Ten-Four Productions","Canada, United States of America",1988-12-21,3468572,110.0,Talk Radio,6.7,46,"Eric Bogosian, Ellen Greene, Leslie Hope, John C. McGinley, Alec Baldwin, John Pankow, Anna Levine"
4000000,"Comedy, Crime, Thriller, Romance",en,6.091951,"Echo Lake Productions, Bi-polar Pictures, Code Entertainment, Independent Film Group, Carol Baum Productions, Dillinger Productions, Green Tulip Productions",United States of America,2007-02-09,2426851,90.0,You Kill Me,6.2,80,"Ben Kingsley, Luke Wilson, Bill Pullman, Dennis Farina, Philip Baker Hall, Marcus Thomas, Scott Heindl, Alison Sealy-Smith, Aron Tager"
4000000,"Horror, Action, Thriller",en,12.062371,"The Harvey Boys, NVSH Productions, Phase 4 Films",United States of America,2011-08-19,1104682,88.0,Red State,5.9,316,"Michael Parks, John Goodman, Melissa Leo, Michael Angarano, Kyle Gallner, Nicholas Braun, Stephen Root, Matt Jones, Kevin Alejandro"
4000000,Fantasy,en,7.758188,"Destination Films, Jim Henson Company, The","United Kingdom, United States of America",2005-01-25,866999,101.0,Mirrormask,6.6,102,"Stephanie Leonidas, Jason Barry, Rob Brydon, Gina McKee, Dora Bryan, Stephen Fry, Lenny Henry, Robert Llewellyn, Eryl Maynard, Simon Harvey"
4000000,Drama,en,22.987897,"Worldview Entertainment, Muskat Filmed Properties, Dreambridge Films, Rough House Pictures",United States of America,2014-04-11,2365467,118.0,Joe,6.5,338,"Nicolas Cage, Tye Sheridan, Ronnie Gene Blevins, Sue Rock, Heather Kafka, Robert Johnson, Gary Poulter, Adriene Mishler, Brenda Isaacs Booth, Aaron Spivey-Sorrells"
3000000,"Crime, Comedy, Romance",en,1.204941,"Arts Council of England, National Lottery, Gruber Bros., Tomboy Films, Winchester Multimedia PLC",United Kingdom,1997-08-22,302204,109.0,Shooting Fish,7.0,23,"Dan Futterman, Stuart Townsend, Kate Beckinsale, Rowena Cooper, Scott Charles, Antonia Corrigan, Myles Anderson, Jane Lapotaire, Harry Ditson, Jacob Macoby"
1300000,"Crime, Drama, Horror, Thriller",en,7.605291,Empire Pictures,United States of America,1988-03-04,354704,102.0,Prison,6.7,27,"Viggo Mortensen, Chelsea Field, Lane Smith, Lincoln Kilpatrick, Tom Everett, Ivan Kane, Tom Lister Jr., Stephen E. Little, Mickey Yablans"
9500000,"Crime, Drama, Thriller",en,21.230737,"Nu Image Films, Millennium Films, Dark Harbor Stories",United States of America,2010-09-10,120000,104.0,Trust,6.6,307,"Clive Owen, Catherine Keener, Liana Liberato, Jason Clarke, Viola Davis, Chris Henry Coffey, Spencer Curnutt, Aislinn DeButch, Noah Emmerich, Olivia Wickline"
16000000,Drama,en,18.790221,"Gaumont, Canal+, Screen Australia, Screen NSW, Hopscotch Features, Mon Voisin Productions","France, Australia",2013-04-03,318982,100.0,Adore,6.1,291,"Naomi Watts, Robin Wright, Xavier Samuel, James Frecheville, Ben Mendelsohn, Sophie Lowe, Gary Sweet, Jessica Tovey, Alyson Standen, Dane Eade"
4000000,Drama,es,3.663108,"Eurimages, Continental Producciones, Sogepaq, Mediapro, Eyescreen S.r.l.","Spain, France, Italy",2002-09-27,146402,113.0,Mondays in the Sun,7.1,36,"Javier Bardem, Luis Tosar, Nieve de Medina, Celso Bugallo, Aida Folch, Serge Riaboukine, Pepo Oliva"
650000,"Drama, Horror, Action, Thriller, Science Fiction",en,12.496261,"Glass Eye Pix, Belladonna Productions, Off Hollywood Pictures",United States of America,2010-09-30,33245,98.0,Stake Land,6.2,285,"Danielle Harris, Kelly McGillis, Nick Damici, Connor Paolo, Gregory Jones, Traci Hovel, Marianne Hagan, James Godwin, Tim House, Michael Cerveris"
4000000,"Comedy, Drama",en,3.238466,Filmula,United States of America,2011-11-18,355688,119.0,Another Happy Day,6.2,37,"Ellen Barkin, Ezra Miller, Kate Bosworth, Demi Moore, George Kennedy, Jeffrey DeMunn, Daniel Yelsky, Siobhan Fallon, Diana Scarwid, Lola Kirke"
4000000,"Adventure, Action, Thriller, Crime",en,8.30723,"Carnaby International, Molinare Studios, Eigerwand Pictures",United Kingdom,2011-04-09,25345000,99.0,A Lonely Place to Die,6.2,157,"Melissa George, Ed Speleers, Eamonn Walker, Alec Newman, Karel Roden, Kate Magowan, Garry Sweeney, Stephen McCole, Holly Boyd, Paul Anderson"
3950000,"Action, Drama, History",en,8.484123,The Caddo Company,United States of America,1930-11-15,8000000,127.0,Hell's Angels,6.1,19,"Ben Lyon, James Hall, Jean Harlow, John Darrow, Lucien Prival, Frank Clarke, Roy Wilson, Douglas Gilmore, Jane Winton"
3900000,"Drama, History",en,9.541688,"Columbia Pictures Corporation, Highland Films",United Kingdom,1966-12-12,28350000,120.0,A Man for All Seasons,7.5,89,"Paul Scofield, Wendy Hiller, Leo McKern, Robert Shaw, Orson Welles, Susannah York, Nigel Davenport, John Hurt, Corin Redgrave, Colin Blakely"
3800000,Drama,en,17.234745,"United Artists, Metro-Goldwyn-Mayer (MGM)",United States of America,1976-11-01,23689877,121.0,Network,7.7,381,"Faye Dunaway, William Holden, Peter Finch, Robert Duvall, Wesley Addy, Ned Beatty, Beatrice Straight, Jordan Charney, William Prince, Arthur Burghardt"
4000000,"Drama, Romance, War",en,48.98255,"Selznick International Pictures, Metro-Goldwyn-Mayer (MGM)",United States of America,1939-12-15,400176459,238.0,Gone with the Wind,7.7,970,"Vivien Leigh, Clark Gable, Olivia de Havilland, Thomas Mitchell, Leslie Howard, Barbara O'Neil, Evelyn Keyes, Ann Rutherford, George Reeves, Fred Crane"
3800000,"War, Western",en,3.490215,"Columbia Pictures Corporation, Jerry Bresler Productions",United States of America,1965-04-07,14873,123.0,Major Dundee,6.2,38,"Charlton Heston, Richard Harris, Jim Hutton, James Coburn, Michael Anderson Jr., Senta Berger, Mario Adorf, Brock Peters, Warren Oates, Ben Johnson"
3768785,"Action, Comedy, Music, Romance, Western",en,1.726175,Metro-Goldwyn-Mayer (MGM),United States of America,1950-05-17,8000000,107.0,Annie Get Your Gun,7.3,22,"Betty Hutton, Howard Keel, Louis Calhern, J. Carrol Naish, Edward Arnold, Keenan Wynn"
967686,"Comedy, Crime, Drama",en,20.544999,"Film4, Drafthouse Films, Warp Films, Wild Bunch Distribution",United Kingdom,2010-05-07,4270000,101.0,Four Lions,7.0,423,"Riz Ahmed, Nigel Lindsay, Kayvan Novak, Adeel Akhtar, Arsher Ali, Preeya Kalidas, Benedict Cumberbatch, Julia Davis, Craig Parkinson, Wasim Zakir"
3500000,"Drama, Action, Comedy, Crime",en,8.45342,"Alliance Films, Darius Films, Insight Film Releasing","Canada, United Kingdom, United States of America",2009-09-12,44462,101.0,Defendor,6.5,195,"Woody Harrelson, Kat Dennings, Elias Koteas, Sandra Oh, Clark Johnson, Michael Kelly, Kristin Booth, Lisa Ray, Alan C. Peterson, Tony Nappo"
3700000,"Music, Romance",en,0.90522,Metro-Goldwyn-Mayer (MGM),United States of America,1948-06-11,2956000,102.0,The Pirate,6.6,17,"Judy Garland, Gene Kelly, Walter Slezak, Gladys Cooper, Reginald Owen, George Zucco, Lester Allen, Lola Deem, Ellen Ross, Mary Jo Ellis"
4000000,"Comedy, Drama",en,3.771652,"DNA Films, BBC Films, UK Film Council",United Kingdom,2006-10-02,13401952,109.0,The History Boys,6.6,66,"Samuel Anderson, Dominic Cooper, James Corden, Samuel Barnett, Russell Tovey, Jamie Parker, Andrew Knott, Sacha Dhawan, Richard Griffiths, Stephen Campbell Moore"
3600000,Drama,en,21.119209,"United Artists, Florin Productions, Jerome Hellman Productions",United States of America,1969-05-25,44785053,113.0,Midnight Cowboy,7.4,299,"Dustin Hoffman, Jon Voight, Sylvia Miles, John McGiver, Brenda Vaccaro, Barnard Hughes, Ruth White, Jennifer Salt, Gilman Rankin, T. Tom Marlow"
3500000,Comedy,en,17.002623,"Channel Four Films, Twentieth Century Fox Film Corporation, Redwave Films",United Kingdom,1997-08-13,257850122,91.0,The Full Monty,6.8,363,"Robert Carlyle, Mark Addy, William Snape, Steve Huison, Tom Wilkinson, Paul Barber, Hugo Speer, Lesley Sharp, Emily Woof, Deirdre Costello"
3500000,Comedy,en,46.116885,Paramount Pictures,United States of America,1980-07-02,83453539,88.0,Airplane!,7.1,1074,"Robert Hays, Julie Hagerty, Kareem Abdul-Jabbar, Lloyd Bridges, Peter Graves, Leslie Nielsen, Lorna Patterson, Robert Stack, Stephen Stucker, Jim Abrahams"
3500000,Comedy,en,25.5748,New Line Cinema,United States of America,1995-04-26,28215918,91.0,Friday,7.0,503,"Ice Cube, Chris Tucker, Nia Long, Tom Lister Jr., John Witherspoon, Anna Maria Horsford, Regina King, Paula Jai Parker, Faizon Love, DJ Pooh"
3500000,"Drama, Action, Crime",en,3.418871,New Line Cinema,United States of America,1993-05-26,27900000,97.0,Menace II Society,7.2,173,"Tyrin Turner, Larenz Tate, Glenn Plummer, Jada Pinkett Smith, Samuel L. Jackson, June Kyoto Lu, Toshi Toda, Reginald Ballard, Khandi Alexander, Jullian Roy Doster"
3500000,Horror,en,10.729884,"New World Pictures, Laurel Entertainment Inc.",United States of America,1987-05-01,14000000,92.0,Creepshow 2,5.9,129,"George Kennedy, Dorothy Lamour, Lois Chiles, Tom Savini, Tom Wright, Frank Salsedo, Holt McCallany, David Holbrook, Don Harvey, Daniel Beer"
3716946,"Action, Comedy, Western",en,2.676535,Warner Bros.,United States of America,1970-05-13,5000000,121.0,The Ballad of Cable Hogue,6.9,47,"Jason Robards, Stella Stevens, David Warner, Slim Pickens, L.Q. Jones, Strother Martin, R. G. Armstrong, Peter Whitney, Gene Evans, William Mims"
3500000,"Crime, Drama",en,7.821438,"Columbia Pictures Corporation, Pax Enterprises",United States of America,1967-12-14,13007551,134.0,In Cold Blood,7.4,82,"Robert Blake, Scott Wilson, John Forsythe, Paul Stewart, Gerald S. O'Loughlin, Jeff Corey, John Gallaudet, James Flavin, Charles McGraw, Will Geer"
3500000,Drama,en,3.281509,Warner Bros.,United States of America,1959-06-18,12800000,149.0,The Nun's Story,7.4,46,"Audrey Hepburn, Peter Finch, Peggy Ashcroft, Dean Jagger, Mildred Dunnock, Beatrice Straight, Colleen Dewhurst, Edith Evans, Patricia Collinge, Rosalie Crutchley"
3500000,"Action, Drama, Thriller, Crime, Mystery",en,2.938973,Warner Bros.,United States of America,1966-02-23,12000000,121.0,Harper,6.2,35,"Paul Newman, Lauren Bacall, Julie Harris, Arthur Hill, Janet Leigh, Pamela Tiffin, Robert Wagner, Robert Webber, Shelley Winters, Harold Gould"
3500000,"Crime, Drama, Mystery, Thriller",en,10.219942,Universal Pictures,United Kingdom,1972-05-25,12600000,116.0,Frenzy,7.1,158,"Jon Finch, Alec McCowen, Barry Foster, Billie Whitelaw, Anna Massey, Barbara Leigh-Hunt, Bernard Cribbins, Jean Marsh, Vivien Merchant, Clive Swift"
3500000,"Mystery, Horror",en,50.319662,"Parts and Labor, RT Features, Rooks Nest Entertainment, Maiden Voyage Pictures, Pulse Films, Scythia Films, Code Red Productions, Mott Street Pictures, Very Special Projects","Canada, United States of America",2016-02-19,40423945,92.0,The Witch,6.3,1434,"Anya Taylor-Joy, Ralph Ineson, Kate Dickie, Harvey Scrimshaw, Ellie Grainger, Lucas Dawson, Bathsheba Garnett, Sarah Stephens, Julian Richings, Wahab Chaudhry"
3500000,"Comedy, Romance",en,8.406025,Fox Searchlight Pictures,United States of America,1996-08-26,9482579,96.0,She's the One,5.7,70,"Edward Burns, Michael McGlone, Cameron Diaz, Jennifer Aniston, John Mahoney, Maxine Bahns, Leslie Mann, Amanda Peet"
10000000,Drama,en,5.588652,"Lions Gate Films, Flashpoint (I), Showtime Networks","United Kingdom, United States of America",1998-01-21,6451628,105.0,Gods and Monsters,6.8,81,"Ian McKellen, Brendan Fraser, Lynn Redgrave, Lolita Davidovich, David Dukes, Mark Kiely, Jack Plotnick, Rosalind Ayres, Jack Betts, Matt McKenzie"
2000000,"Crime, Drama, Mystery, Romance",es,25.894065,"100 Bares, Haddock Films S.R.L., Instituto Nacional de Cine y Artes Audiovisuales (INCAA), Tornasol Films, Ministerio de Cultura","Argentina, Spain",2009-08-13,33965843,129.0,The Secret in Their Eyes,7.8,626,"Soledad Villamil, Pablo Rago, Javier Godino, Guillermo Francella, Carla Quevedo, Alejandro Abelenda, Rudy Romano"
3600000,"Horror, Comedy, Fantasy",en,35.674774,"Renaissance Films, Rosebud Productions",United States of America,1987-03-13,5923044,84.0,Evil Dead II,7.6,742,"Bruce Campbell, Sarah Berry, Dan Hicks, Kassie DePaiva, Denise Bixler, Richard Domeier, John Peakes, Lou Hancock, Ted Raimi"
3500000,"Fantasy, Horror",nb,12.982319,"Filmkameratene A/S, Film Fund FUZZ, SF Norge A/S",Norway,2010-10-29,4159678,103.0,Troll Hunter,6.7,583,"Otto Jespersen, Hans Morten Hansen, Tomas Alf Larsen, Robert Stoltenberg, Glenn Erland Tosterud"
3500000,"Comedy, Drama",en,3.643608,"Yari Film Group, Stratus Film Co.",United States of America,2006-02-07,113783,98.0,Winter Passing,6.7,28,"Zooey Deschanel, Will Ferrell, Ed Harris, Amy Madigan, Amelia Warner, John Bedford Lloyd, Deirdre O'Connell, Mandy Siegfried, Dallas Roberts, Ivan Martin"
3400000,"Comedy, Music",en,5.690619,"Twentieth Century Fox Film Corporation, Crossbow Productions",United States of America,1977-12-25,31063038,94.0,High Anxiety,6.5,84,"Mel Brooks, Madeline Kahn, Cloris Leachman, Harvey Korman, Ron Carey, Howard Morris, Dick Van Patten, Jack Riley, Charlie Callas, Ron Clark"
8000000,"Documentary, Family",fr,17.537154,"Wild Bunch, Canal+, Buena Vista International Film Production France, Alliance de Production Cinematographique (APC), National Geographic Films, Bonne Pioche",France,2005-01-26,127392239,80.0,March of the Penguins,6.9,358,"Morgan Freeman, Charles Berling, Romane Bohringer, Jules Sitruk"
3500000,"Thriller, Drama",en,26.259389,"Benaroya Pictures, Before the Door Pictures, Washington Square Films, Untitled Entertainment",United States of America,2011-09-28,19504039,107.0,Margin Call,6.7,524,"Kevin Spacey, Paul Bettany, Jeremy Irons, Zachary Quinto, Ashley Williams, Demi Moore, Simon Baker, Penn Badgley, Mary McDonnell, Stanley Tucci"
3000000,"Comedy, Drama",en,11.637458,"Fox Searchlight Pictures, Contrafilm, ATO Pictures, Aramid Entertainment Fund, Dune Entertainment III, Choke Film",United States of America,2008-09-26,3830137,92.0,Choke,6.0,127,"Sam Rockwell, Anjelica Huston, Kelly Macdonald, Brad William Henke, Clark Gregg, Bijou Phillips, Gillian Jacobs, Jonah Bobo, Paz de la Huerta, Viola Harris"
3300000,Drama,en,192.528841,"Bold Films, Blumhouse Productions, Right of Way Films",United States of America,2014-10-10,13092000,105.0,Whiplash,8.3,4254,"Miles Teller, J.K. Simmons, Melissa Benoist, Austin Stowell, Jayson Blair, Kavita Patil, Paul Reiser, Nate Lang, Chris Mulkey, Damon Gupton"
3300000,"Drama, Crime",pt,44.356711,"O2 Filmes, VideoFilmes, Wild Bunch, Globo filmes, Lumiere, Hank Levine Film, Lereby Productions","Brazil, France",2002-02-05,30641770,130.0,City of God,8.1,1814,"Alexandre Rodrigues, Leandro Firmino, Phellipe Haagensen, Douglas Silva, Jonathan Haagensen, Matheus Nachtergaele, Seu Jorge, Jefechander Suplino, Alice Braga, Roberta Rodrigues"
